"Match ID","Series","League","Start Date/Time","Match Length","Duration (secs)","Kills Score","","Winner","Radiant Team","Radiant Players","Dire Team","Dire Players"
"3999201727","229645","5850","10 Jul 2018 10:23","39:39","2379","40-14","40,14","Radiant","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3999140651","229645","5850","10 Jul 2018 09:18","35:38","2138","34-11","34,11","Radiant","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3999087077","229645","5850","10 Jul 2018 08:26","23:34","1414","22-10","22,10","Radiant","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3998952076","229645","5850","10 Jul 2018 06:39","1:20:08","4808","56-49","56,49","Dire","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3998878020","229645","5850","10 Jul 2018 05:50","23:12","1392","23-10","23,10","Radiant","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3998672773","229621","5850","10 Jul 2018 03:51","59:33","3573","38-43","38,43","Dire","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3998482464","229621","5850","10 Jul 2018 02:03","1:22:11","4931","38-36","38,36","Radiant","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu"
"3997392371","229527","5850","09 Jul 2018 07:38","39:36","2376","27-45","27,45","Dire","Espada","Nίx, Misha, 633, iLTW, Immersion fake","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu"
"3997260056","229527","5850","09 Jul 2018 06:00","1:04:36","3876","53-29","53,29","Radiant","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu","Espada","Nίx, Misha, 633, iLTW, Immersion fake"
"3997139769","229527","5850","09 Jul 2018 04:46","46:28","2788","43-25","43,25","Radiant","Espada","Nίx, Misha, 633, iLTW, Immersion fake","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu"
"3996994359","229509","5850","09 Jul 2018 03:21","34:52","2092","36-18","36,18","Radiant","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3996855176","229509","5850","09 Jul 2018 02:06","45:46","2746","17-36","17,36","Dire","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3995710363","229381","5850","08 Jul 2018 07:15","30:54","1854","25-17","25,17","Radiant","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","Espada","Nίx, Misha, 633, iLTW, Immersion fake"
"3995620207","229381","5850","08 Jul 2018 06:12","36:02","2162","40-21","40,21","Radiant","Espada","Nίx, Misha, 633, iLTW, Immersion fake","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3995509337","229381","5850","08 Jul 2018 05:05","40:19","2419","41-25","41,25","Radiant","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","Espada","Nίx, Misha, 633, iLTW, Immersion fake"
"3995327439","229353","5850","08 Jul 2018 03:24","37:19","2239","34-18","34,18","Radiant","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu"
"3995186500","229353","5850","08 Jul 2018 02:09","47:19","2839","36-23","36,23","Radiant","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu"
"3993995989","229238","5850","07 Jul 2018 09:20","32:31","1951","23-25","23,25","Dire","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver","Espada","Nίx, Misha, 633, iLTW, Immersion fake"
"3993919863","229238","5850","07 Jul 2018 08:14","37:27","2247","37-30","37,30","Radiant","Espada","Nίx, Misha, 633, iLTW, Immersion fake","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver"
"3993809789","229202","5850","07 Jul 2018 06:56","50:14","3014","34-37","34,37","Dire","Double Dimension","VANSKOR, chshrct, Cooman, KingR, Pikachu[ϟ]","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu"
"3993721704","229202","5850","07 Jul 2018 06:03","28:56","1736","15-37","15,37","Dire","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu","Double Dimension","VANSKOR, chshrct, Cooman, KingR, Pikachu[ϟ]"
"3993624777","229202","5850","07 Jul 2018 05:07","32:46","1966","15-30","15,30","Dire","Double Dimension","VANSKOR, chshrct, Cooman, KingR, Pikachu[ϟ]","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu"
"3992148233","229063","5850","06 Jul 2018 09:33","44:10","2650","37-18","37,18","Radiant","Espada","Nίx, Misha, 633, iLTW, Immersion fake","The Final Tribe","Handsken, jonassomfan, Era, Pablo, tv/charliedotaa"
"3992052632","229063","5850","06 Jul 2018 08:12","57:57","3477","36-31","36,31","Dire","The Final Tribe","Handsken, jonassomfan, Era, Pablo, tv/charliedotaa","Espada","Nίx, Misha, 633, iLTW, Immersion fake"
"3991902394","229038","5850","06 Jul 2018 06:26","53:33","3213","53-46","53,46","Radiant","Double Dimension","VANSKOR, chshrct, Cooman, KingR, Pikachu[ϟ]","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos"
"3991761839","229038","5850","06 Jul 2018 05:01","58:03","3483","40-45","40,45","Dire","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos","Double Dimension","VANSKOR, chshrct, Cooman, KingR, Pikachu[ϟ]"
"3990376511","228921","5850","05 Jul 2018 08:31","24:38","1478","36-13","36,13","Radiant","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver"
"3990313897","228921","5850","05 Jul 2018 07:44","20:06","1206","15-7","15,7","Radiant","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver"
"3990178856","228897","5850","05 Jul 2018 06:07","41:31","2491","41-33","41,33","Radiant","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha","The Final Tribe","Handsken, jonassomfan, Era, Pablo, tv/charliedotaa"
"3990099363","228897","5850","05 Jul 2018 05:17","26:59","1619","32-8","32,8","Radiant","New Guys","Kacor, lisek, Exotic_Deer, Patos, Nisha","The Final Tribe","Handsken, jonassomfan, Era, Pablo, tv/charliedotaa"
"3989888060","228883","5850","05 Jul 2018 03:21","46:29","2789","35-51","35,51","Dire","Espada","Nίx, Misha, 633, iLTW, Immersion fake","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver"
"3989754925","228883","5850","05 Jul 2018 02:03","39:28","2368","25-21","25,21","Radiant","GangSquad","Buugi, rmN-, nine, dnz , oliver","Espada","Nίx, Misha, 633, iLTW, Immersion fake"
"3988738002","228814","5850","04 Jul 2018 09:19","40:05","2405","31-41","31,41","Dire","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3988642448","228814","5850","04 Jul 2018 08:05","44:22","2662","44-36","44,36","Radiant","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu"
"3988532657","228787","5850","04 Jul 2018 06:45","32:41","1961","16-34","16,34","Dire","Double Dimension","VANSKOR, chshrct, Cooman, KingR, Pikachu[ϟ]","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu"
"3988454196","228787","5850","04 Jul 2018 05:54","25:08","1508","8-23","8,23","Dire","Double Dimension","VANSKOR, chshrct, Cooman, KingR, Pikachu[ϟ]","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu"
"3988359156","228787","5850","04 Jul 2018 05:00","28:01","1681","18-24","18,24","Dire","Alliance","iNSaNiA, Boxi, qojqva, miCKe, Amateratsu","Double Dimension","VANSKOR, chshrct, Cooman, KingR, Pikachu[ϟ]"
"3988166715","228771","5850","04 Jul 2018 03:16","27:58","1678","25-8","25,8","Radiant","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Palantimos, Solo"
"3988046333","228771","5850","04 Jul 2018 02:07","42:34","2554","26-51","26,51","Dire","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Palantimos, Solo","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3987125391","228707","5850","03 Jul 2018 10:40","36:29","2189","19-37","19,37","Dire","LeftOneTV","HoviteY♥K.Yee, Wagamama, eskillz, Stormstormer, Qupe","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos"
"3987055543","228707","5850","03 Jul 2018 09:31","42:59","2579","32-39","32,39","Dire","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos","LeftOneTV","HoviteY♥K.Yee, Wagamama, eskillz, Stormstormer, Qupe"
"3986953827","228707","5850","03 Jul 2018 08:04","1:01:14","3674","40-42","40,42","Dire","LeftOneTV","HoviteY♥K.Yee, Wagamama, eskillz, Stormstormer, Qupe","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos"
"3986808819","228696","5850","03 Jul 2018 06:19","26:02","1562","14-33","14,33","Dire","Kaipi","ＡＫＩ, bOne7, Flash, Ar1se-, Fey``","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos"
"3986737263","228692","5850","03 Jul 2018 05:34","33:20","2000","18-52","18,52","Dire","No Bounty Hunter","Reggaza, ＡＫＩ, bOne7, Flash, Fey``","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos"
"3985484900","228594","5850","02 Jul 2018 10:41","31:21","1881","17-37","17,37","Dire","LeftOneTV","HoviteY♥K.Yee, Wagamama, eskillz, Stormstormer, Qupe","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver"
"3985420785","228594","5850","02 Jul 2018 09:39","26:26","1586","13-33","13,33","Dire","LeftOneTV","HoviteY♥K.Yee, Wagamama, eskillz, Stormstormer, Qupe","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver"
"3985347818","228594","5850","02 Jul 2018 08:32","40:41","2441","49-21","49,21","Radiant","LeftOneTV","HoviteY♥K.Yee, Wagamama, eskillz, Stormstormer, Qupe","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver"
"3985276731","228569","5850","02 Jul 2018 07:35","36:34","2194","38-32","38,32","Radiant","No Bounty Hunter","ＡＫＩ, bOne7, Flash, Ar1se-, Fey``","20 min afk les","velheor, Flow, .Ark, SoNNeikO, MagicaL"
"3985183442","228569","5850","02 Jul 2018 06:26","41:19","2479","21-40","21,40","Dire","No Bounty Hunter","ＡＫＩ, bOne7, Flash, Ar1se-, Fey``","20 min afk les","velheor, Flow, .Ark, SoNNeikO, MagicaL"
"3985055564","228569","5850","02 Jul 2018 05:00","58:37","3517","44-38","44,38","Radiant","No Bounty Hunter","ＡＫＩ, bOne7, Flash, Ar1se-, Fey``","20 min afk les","velheor, Flow, .Ark, SoNNeikO, MagicaL"
"3984899274","228553","5850","02 Jul 2018 03:27","24:24","1464","9-32","9,32","Dire","Team Singularity","solen, Bashruk, Mastermind, Mikey, Nikobaby","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos"
"3984741758","228553","5850","02 Jul 2018 02:00","1:01:04","3664","51-45","51,45","Radiant","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos","Team Singularity","solen, Bashruk, Mastermind, Mikey, Nikobaby"
"3983737782","228449","5850","01 Jul 2018 09:05","37:08","2228","28-47","28,47","Dire","Team Singularity","solen, Bashruk, Mastermind, Mikey, Nikobaby","LeftOneTV","HoviteY♥K.Yee, Wagamama, eskillz, Stormstormer, Qupe"
"3983657558","228449","5850","01 Jul 2018 08:00","36:03","2163","26-13","26,13","Radiant","LeftOneTV","HoviteY♥K.Yee, Wagamama, eskillz, Stormstormer, Qupe","Team Singularity","solen, Bashruk, Mastermind, Mikey, Nikobaby"
"3983519293","228413","5850","01 Jul 2018 06:17","58:26","3506","36-43","36,43","Dire","No Bounty Hunter","ＡＫＩ, bOne7, Flash, Ar1se-, Fey``","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver"
"3983421015","228413","5850","01 Jul 2018 05:08","43:28","2608","44-54","44,54","Dire","No Bounty Hunter","ＡＫＩ, bOne7, Flash, Ar1se-, Fey``","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver"
"3981901697","228282","5850","30 Jun 2018 10:04","30:45","1845","30-6","30,6","Radiant","20 min afk les","velheor, Flow, .Ark, SoNNeikO, MagicaL","Team Empire","AfterLife, Bignum, TTo3uTuBHblu, Chu, Chappie"
"3981835685","228282","5850","30 Jun 2018 09:04","36:51","2211","34-13","34,13","Radiant","20 min afk les","velheor, Flow, .Ark, SoNNeikO, MagicaL","Team Empire","AfterLife, Bignum, TTo3uTuBHblu, Chu, Chappie"
"3981742278","228282","5850","30 Jun 2018 07:56","46:08","2768","28-12","28,12","Radiant","Team Empire","AfterLife, Bignum, TTo3uTuBHblu, Chu, Chappie","20 min afk les","velheor, Flow, .Ark, SoNNeikO, MagicaL"
"3981626536","228251","5850","30 Jun 2018 06:43","24:10","1450","28-19","28,19","Radiant","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos","MEGA-LADA E-sports","EcNart!, Funn1k, Scandal, Nefrit!?,"
"3981456050","228251","5850","30 Jun 2018 05:05","1:10:18","4218","44-45","44,45","Dire","MEGA-LADA E-sports","EcNart!, Funn1k, Scandal, Nefrit!?,","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos"
"3981231091","228201","5850","30 Jun 2018 03:03","53:01","3181","45-37","45,37","Radiant","Team Singularity","solen, Bashruk, Mastermind, Mikey, Nikobaby","20 min afk les","velheor, Flow, .Ark, SoNNeikO, MagicaL"
"3981106180","228201","5850","30 Jun 2018 01:59","43:08","2588","25-28","25,28","Dire","20 min afk les","velheor, Flow, .Ark, SoNNeikO, MagicaL","Team Singularity","solen, Bashruk, Mastermind, Mikey, Nikobaby"
"3979824996","228037","5850","29 Jun 2018 07:57","38:56","2336","39-22","39,22","Radiant","LeftOneTV","HoviteY♥K.Yee, Wagamama, eskillz, Stormstormer, Qupe","Team Empire","AfterLife, TTo3uTuBHblu, Chu, Unknown, Chappie"
"3979786666","228038","5850","29 Jun 2018 07:28","40:50","2450","20-42","20,42","Dire","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver"
"3979702213","228037","5850","29 Jun 2018 06:35","56:41","3401","43-27","43,27","Radiant","Team Empire","AfterLife, TTo3uTuBHblu, Chu, Unknown, Chappie","LeftOneTV","HoviteY♥K.Yee, Wagamama, eskillz, Stormstormer, Qupe"
"3979665820","228038","5850","29 Jun 2018 06:13","52:07","3127","32-56","32,56","Dire","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos"
"3979547233","228038","5850","29 Jun 2018 05:10","36:38","2198","15-38","15,38","Dire","Vega Squadron","Dendi, Mag, CeMaTheSlayeR, Zayac, Palantimos","GangSquad","Buugi, rmN-, AfrOmoush, nine, oliver"
"3979544791","228037","5850","29 Jun 2018 05:08","51:29","3089","44-21","44,21","Radiant","LeftOneTV","HoviteY♥K.Yee, Wagamama, eskillz, Stormstormer, Qupe","Team Empire","AfterLife, TTo3uTuBHblu, Chu, Unknown, Chappie"
"3979399789","228011","5850","29 Jun 2018 03:58","50:35","3035","50-44","50,44","Radiant","No Bounty Hunter","ＡＫＩ, bOne7, Flash, !Attacker, Fey``","MEGA-LADA E-sports","EcNart!, Funn1k, Scandal, Nefrit!?,"
"3979298911","228011","5850","29 Jun 2018 03:02","31:53","1913","26-21","26,21","Radiant","No Bounty Hunter","ＡＫＩ, bOne7, Flash, !Attacker, Fey``","MEGA-LADA E-sports","EcNart!, Funn1k, Scandal, Nefrit!?,"
"3979184158","228011","5850","29 Jun 2018 02:01","38:52","2332","41-21","41,21","Radiant","MEGA-LADA E-sports","EcNart!, Funn1k, Scandal, Nefrit!?,","No Bounty Hunter","ＡＫＩ, bOne7, Flash, !Attacker, Fey``"
"3973246064","227522","9870","26 Jun 2018 12:48","44:08","2648","19-27","19,27","Dire","Immortals","MP, Velo, Febby, Ryoya, DuBu","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC"
"3973211743","227522","9870","26 Jun 2018 12:01","21:04","1264","16-9","16,9","Radiant","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC","Immortals","MP, Velo, Febby, Ryoya, DuBu"
"3973127831","227505","9870","25 Jun 2018 10:27","46:53","2813","27-25","27,25","Dire","compLexity Gaming","Limmp, MoonMeander, Zfreek, Moo, 343","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC"
"3973105146","227482","9870","25 Jun 2018 10:06","24:50","1490","32-11","32,11","Radiant","OG","n0tail, JerAx, 7ckngMad, topson, ana","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3973036021","227505","9870","25 Jun 2018 09:00","57:34","3454","35-38","35,38","Radiant","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC","compLexity Gaming","Limmp, MoonMeander, Zfreek, Moo, 343"
"3973023989","227482","9870","25 Jun 2018 08:50","47:09","2829","52-25","52,25","Radiant","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","OG","n0tail, JerAx, 7ckngMad, topson, ana"
"3972937677","227482","9870","25 Jun 2018 07:43","35:39","2139","32-26","32,26","Radiant","OG","n0tail, JerAx, 7ckngMad, topson, ana","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3972835248","227482","9870","25 Jun 2018 06:29","43:17","2597","29-41","29,41","Dire","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","OG","n0tail, JerAx, 7ckngMad, topson, ana"
"3972633082","227447","9870","25 Jun 2018 04:27","1:04:39","3879","47-27","47,27","Radiant","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","BlinkPool","KaiSeR, MiSeRy, Madara, Saksa, KheZu"
"3972522707","227447","9870","25 Jun 2018 03:23","32:50","1970","11-29","11,29","Dire","BlinkPool","KaiSeR, MiSeRy, Madara, Saksa, KheZu","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3972375830","227447","9870","25 Jun 2018 02:01","43:55","2635","15-35","15,35","Dire","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","BlinkPool","KaiSeR, MiSeRy, Madara, Saksa, KheZu"
"3972154535","227429","9870","25 Jun 2018 11:33","1:14:43","4483","29-32","29,32","Dire","TNC Tigers","1437, ky xY `|, Xepher, inYourdreaM, DifferentHeaven","TNC Predator","Raven, TIMS, Armel, Kuku, Sam H"
"3972055233","227429","9870","25 Jun 2018 10:16","48:46","2926","20-30","20,30","Dire","TNC Tigers","1437, ky xY `|, Xepher, inYourdreaM, DifferentHeaven","TNC Predator","Raven, TIMS, Armel, Kuku, Sam H"
"3971976818","227429","9870","25 Jun 2018 09:07","42:42","2562","24-18","24,18","Radiant","TNC Tigers","1437, ky xY `|, Xepher, inYourdreaM, DifferentHeaven","TNC Predator","Raven, TIMS, Armel, Kuku, Sam H"
"3971903975","227419","9870","25 Jun 2018 07:57","27:50","1670","26-18","26,18","Radiant","TNC Tigers","1437, ky xY `|, Xepher, inYourdreaM, DifferentHeaven","Entity Gaming","Black^, NoiA, HeStEJoE-RoTTeN, Pingvincek, jobjobjob"
"3971856001","227419","9870","25 Jun 2018 07:06","24:31","1471","27-12","27,12","Radiant","TNC Tigers","1437, ky xY `|, Xepher, inYourdreaM, DifferentHeaven","Entity Gaming","Black^, NoiA, HeStEJoE-RoTTeN, Pingvincek, jobjobjob"
"3971798245","227419","9870","25 Jun 2018 06:02","36:14","2174","37-18","37,18","Radiant","Entity Gaming","Black^, NoiA, HeStEJoE-RoTTeN, Pingvincek, jobjobjob","TNC Tigers","1437, ky xY `|, Xepher, inYourdreaM, DifferentHeaven"
"3971717222","227403","9870","25 Jun 2018 04:22","17:53","1073","8-20","8,20","Dire","Immortals","MP, Velo, Febby, Ryoya, DuBu","Evil Geniuses","Cr1t-, s4, Arteezy, Fly, SumaiL"
"3971673262","227403","9870","25 Jun 2018 03:22","35:24","2124","34-11","34,11","Radiant","Evil Geniuses","Cr1t-, s4, Arteezy, Fly, SumaiL","Immortals","MP, Velo, Febby, Ryoya, DuBu"
"3971583578","227390","9870","25 Jun 2018 01:09","1:21:56","4916","54-45","54,45","Dire","compLexity Gaming","Limmp, MoonMeander, Zfreek, Moo, 343","Evil Geniuses","Cr1t-, s4, Arteezy, Fly, SumaiL"
"3971552773","227387","9870","25 Jun 2018 12:27","18:11","1091","20-2","20,2","Radiant","Evil Geniuses","Cr1t-, s4, Arteezy, Fly, SumaiL","compLexity Gaming","Limmp, MoonMeander, Zfreek, Moo, 343"
"3971470160","227351","9870","24 Jun 2018 10:55","59:52","3592","56-29","56,29","Radiant","Immortals","MP, Velo, Febby, Ryoya, DuBu","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC"
"3971411606","227351","9870","24 Jun 2018 10:01","30:33","1833","22-9","22,9","Radiant","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC","Immortals","MP, Velo, Febby, Ryoya, DuBu"
"3971338283","227351","9870","24 Jun 2018 09:00","36:48","2208","35-12","35,12","Radiant","Immortals","MP, Velo, Febby, Ryoya, DuBu","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC"
"3971335899","227330","9870","24 Jun 2018 08:57","38:09","2289","31-15","31,15","Radiant","BlinkPool","KaiSeR, MiSeRy, Madara, Saksa, KheZu","Team Kinguin","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3971263389","227330","9870","24 Jun 2018 08:01","34:59","2099","25-14","25,14","Radiant","BlinkPool","KaiSeR, MiSeRy, Madara, Saksa, KheZu","Team Kinguin","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3971176821","227296","9870","24 Jun 2018 07:00","26:38","1598","18-17","18,17","Dire","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","OG","n0tail, JerAx, 7ckngMad, topson, ana"
"3971089692","227296","9870","24 Jun 2018 06:01","17:00","1020","17-2","17,2","Radiant","OG","n0tail, JerAx, 7ckngMad, topson, ana","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3970990054","227296","9870","24 Jun 2018 05:04","23:19","1399","32-8","32,8","Radiant","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","OG","n0tail, JerAx, 7ckngMad, topson, ana"
"3970792027","227269","9870","24 Jun 2018 03:24","38:34","2314","11-50","11,50","Dire","BlinkPool","KaiSeR, MiSeRy, Madara, Saksa, KheZu","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3970663686","227269","9870","24 Jun 2018 02:19","36:59","2219","12-33","12,33","Dire","BlinkPool","KaiSeR, MiSeRy, Madara, Saksa, KheZu","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle"
"3970514314","227269","9870","24 Jun 2018 12:55","44:31","2671","34-36","34,36","Dire","Wind and Rain","Forev, MiLAN, ritsu, kitrak, bryle","BlinkPool","KaiSeR, MiSeRy, Madara, Saksa, KheZu"
"3970454002","227252","9870","24 Jun 2018 12:19","30:12","1812","22-9","22,9","Radiant","Fnatic","pieliedie, EternaLEnVy, Universe, DJ, Abed","TNC Predator","Raven, TIMS, Armel, Kuku, Sam H"
"3970420652","227262","9870","24 Jun 2018 12:00","28:08","1688","31-14","31,14","Radiant","OG","n0tail, JerAx, 7ckngMad, topson, ana","Team Kinguin","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3970333065","","9870","24 Jun 2018 11:06","32:19","1939","35-15","35,15","Radiant","OG","n0tail, JerAx, 7ckngMad, topson, ana","Team Kinguin","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3970279887","227252","9870","24 Jun 2018 10:38","1:09:39","4179","25-41","25,41","Dire","TNC Predator","Raven, TIMS, Armel, Kuku, Sam H","Fnatic","pieliedie, EternaLEnVy, Universe, DJ, Abed"
"3970112306","227233","9870","24 Jun 2018 08:55","55:12","3312","20-45","20,45","Dire","TNC Tigers","1437, ky xY `|, Xepher, inYourdreaM, DifferentHeaven","Fnatic","pieliedie, EternaLEnVy, Universe, DJ, Abed"
"3970041014","227233","9870","24 Jun 2018 08:07","23:51","1431","27-10","27,10","Radiant","Fnatic","pieliedie, EternaLEnVy, Universe, DJ, Abed","TNC Tigers","1437, ky xY `|, Xepher, inYourdreaM, DifferentHeaven"
"3969955414","227218","9870","24 Jun 2018 07:06","31:09","1869","23-39","23,39","Dire","Entity Gaming","Black^, NoiA, HeStEJoE-RoTTeN, Pingvincek, jobjobjob","TNC Predator","Raven, TIMS, Armel, Kuku, Sam H"
"3969876442","227218","9870","24 Jun 2018 06:01","42:46","2566","23-28","23,28","Dire","Entity Gaming","Black^, NoiA, HeStEJoE-RoTTeN, Pingvincek, jobjobjob","TNC Predator","Raven, TIMS, Armel, Kuku, Sam H"
"3969775882","","9870","24 Jun 2018 04:27","1:17:58","4678","39-44","39,44","Dire","compLexity Gaming","Limmp, MoonMeander, Zfreek, Moo, 343","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC"
"3969720897","","9870","24 Jun 2018 03:28","27:43","1663","22-2","22,2","Radiant","VGJ Storm","Sneyking, SVG, Resolut1on, MSS, Yawar","compLexity Gaming","Limmp, MoonMeander, Zfreek, Moo, 343"
"3969656979","","9870","24 Jun 2018 02:05","38:56","2336","32-15","32,15","Radiant","VGJ Storm","Sneyking, SVG, Resolut1on, MSS, Yawar","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC"
"3969654858","","9870","24 Jun 2018 02:02","51:10","3070","13-35","13,35","Dire","TEAM Baidu.亿鼎博","Mad, JPfood, THANKS, BaiduKING, JPstyle","Immortals","MP, Velo, Febby, Ryoya, DuBu"
"3969620539","227208","9870","24 Jun 2018 01:18","47:09","2829","45-31","45,31","Radiant","paiN Gaming","KINGRD, w33, hFn, Duster, tavo","SG e-sports team","4dr, FuckinEh, STAN KING, LESLÃO, twice.NAyeon"
"3969605634","","9870","24 Jun 2018 12:57","28:38","1718","28-12","28,12","Radiant","compLexity Gaming","Limmp, MoonMeander, Zfreek, Moo, 343","jsut a squad","sketch, Scourge McDuck, Evadin, . ., chives"
"3969599769","","9870","24 Jun 2018 12:49","30:40","1840","33-20","33,20","Radiant","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC","Immortals","MP, Velo, Febby, Ryoya, DuBu"
"3969557308","","9870","24 Jun 2018 12:00","28:41","1721","41-11","41,11","Radiant","VGJ Storm","Sneyking, SVG, Resolut1on, MSS, Yawar","TEAM Baidu.亿鼎博","Mad, JPfood, THANKS, BaiduKING, JPstyle"
"3969556326","227185","9870","23 Jun 2018 11:59","49:53","2993","39-41","39,41","Dire","paiN Gaming","KINGRD, w33, hFn, Duster, tavo","SG e-sports team","4dr, FuckinEh, STAN KING, LESLÃO, twice.NAyeon"
