,assists,deaths,duration,game_mode,hero_id,kills,leaver_status,lobby_type,match_id,party_size,player_slot,radiant_win,skill,start_time,version
655,10.0,5.0,2101.0,1.0,11.0,10.0,0.0,7.0,860820236.0,,0.0,1.0,,1409217421.0,
656,9.0,6.0,3128.0,1.0,77.0,3.0,0.0,7.0,860715863.0,,0.0,0.0,,1409213307.0,
657,4.0,6.0,1833.0,1.0,103.0,2.0,0.0,7.0,860658974.0,,128.0,1.0,,1409211200.0,
658,32.0,9.0,3186.0,1.0,72.0,14.0,0.0,7.0,860579164.0,,128.0,0.0,,1409207704.0,
659,10.0,6.0,1985.0,1.0,73.0,3.0,0.0,7.0,860526975.0,,2.0,1.0,,1409204628.0,
660,12.0,8.0,2742.0,1.0,69.0,5.0,0.0,7.0,860442834.0,,129.0,0.0,,1409199243.0,
661,3.0,8.0,2888.0,1.0,77.0,3.0,0.0,7.0,860399225.0,,130.0,1.0,,1409196020.0,
662,7.0,7.0,2331.0,1.0,11.0,1.0,0.0,0.0,859370644.0,,1.0,1.0,,1409144768.0,
663,7.0,3.0,1923.0,1.0,11.0,11.0,0.0,0.0,859117052.0,,132.0,0.0,,1409136410.0,
664,2.0,8.0,1524.0,1.0,46.0,1.0,1.0,0.0,859090380.0,,131.0,1.0,,1409135490.0,
665,4.0,7.0,3549.0,1.0,77.0,7.0,0.0,0.0,858981630.0,,3.0,1.0,,1409131378.0,
666,13.0,6.0,2301.0,1.0,73.0,4.0,0.0,7.0,858806772.0,,1.0,1.0,,1409124590.0,
667,16.0,5.0,2303.0,1.0,73.0,3.0,0.0,7.0,858746226.0,,129.0,0.0,,1409121861.0,
668,7.0,4.0,2502.0,1.0,80.0,2.0,0.0,7.0,858681735.0,,1.0,1.0,,1409118667.0,
669,6.0,1.0,2158.0,1.0,17.0,5.0,0.0,0.0,858592950.0,,131.0,0.0,,1409113160.0,
670,7.0,2.0,1743.0,1.0,80.0,2.0,0.0,7.0,858564589.0,,3.0,1.0,,1409110736.0,
671,13.0,6.0,2799.0,1.0,78.0,6.0,0.0,0.0,857810162.0,,3.0,1.0,,1409067792.0,
672,19.0,7.0,3469.0,1.0,11.0,15.0,0.0,0.0,857686014.0,,4.0,1.0,,1409063438.0,
673,15.0,6.0,2932.0,1.0,72.0,6.0,0.0,7.0,857140963.0,,2.0,1.0,,1409046044.0,
674,17.0,15.0,3561.0,1.0,73.0,0.0,0.0,7.0,857037325.0,,130.0,1.0,,1409040863.0,
675,16.0,5.0,2210.0,1.0,69.0,3.0,0.0,7.0,856971261.0,,2.0,1.0,,1409038730.0,
676,4.0,5.0,1316.0,1.0,92.0,2.0,0.0,7.0,856930157.0,,130.0,1.0,,1409036834.0,
677,16.0,4.0,1785.0,1.0,73.0,4.0,0.0,7.0,856851517.0,,130.0,0.0,,1409032460.0,
678,25.0,10.0,2910.0,1.0,64.0,3.0,0.0,7.0,856739941.0,,128.0,0.0,,1409026380.0,
679,1.0,1.0,1255.0,1.0,10.0,1.0,0.0,0.0,856137747.0,,129.0,0.0,,1408987739.0,
680,11.0,5.0,2291.0,1.0,44.0,4.0,0.0,0.0,856065511.0,,1.0,1.0,,1408985016.0,
681,14.0,12.0,3139.0,1.0,34.0,9.0,0.0,0.0,855971207.0,,3.0,0.0,,1408981567.0,
682,14.0,7.0,3137.0,1.0,11.0,15.0,0.0,0.0,855857986.0,,130.0,0.0,,1408977862.0,
683,12.0,6.0,2327.0,1.0,11.0,6.0,0.0,0.0,855760914.0,,131.0,0.0,,1408975068.0,
684,4.0,0.0,952.0,1.0,11.0,8.0,0.0,0.0,855712976.0,,129.0,0.0,,1408973264.0,
685,1.0,10.0,1790.0,1.0,11.0,0.0,0.0,0.0,855643574.0,,128.0,1.0,,1408971150.0,
686,8.0,2.0,2193.0,1.0,53.0,1.0,0.0,7.0,855278596.0,,132.0,0.0,,1408957743.0,
687,16.0,5.0,2455.0,1.0,38.0,9.0,0.0,7.0,855203708.0,,130.0,0.0,,1408955156.0,
688,5.0,10.0,2159.0,1.0,17.0,2.0,0.0,7.0,855135982.0,,129.0,1.0,,1408952140.0,
689,15.0,1.0,1814.0,1.0,73.0,6.0,0.0,7.0,855075039.0,,131.0,0.0,,1408949719.0,
690,3.0,9.0,1919.0,1.0,69.0,2.0,0.0,7.0,855024749.0,,130.0,1.0,,1408947213.0,
691,12.0,8.0,3014.0,1.0,73.0,0.0,0.0,7.0,854960010.0,,3.0,1.0,,1408943771.0,
692,13.0,4.0,1938.0,1.0,69.0,7.0,0.0,7.0,854885197.0,,0.0,1.0,,1408938806.0,
693,8.0,4.0,1492.0,1.0,73.0,2.0,0.0,7.0,854852263.0,,128.0,0.0,,1408936457.0,
694,23.0,8.0,3361.0,1.0,69.0,9.0,0.0,7.0,853387774.0,,131.0,1.0,,1408872939.0,
695,12.0,2.0,2131.0,1.0,106.0,16.0,0.0,7.0,853309151.0,,131.0,0.0,,1408869983.0,
696,9.0,18.0,2115.0,1.0,27.0,3.0,0.0,7.0,853227089.0,,128.0,1.0,,1408867105.0,
697,22.0,7.0,3113.0,1.0,27.0,5.0,0.0,7.0,853059189.0,,1.0,1.0,,1408860280.0,
698,20.0,4.0,2626.0,1.0,23.0,12.0,0.0,7.0,852993175.0,,2.0,1.0,,1408857541.0,
699,12.0,4.0,1917.0,1.0,23.0,5.0,0.0,7.0,852897925.0,,128.0,0.0,,1408852421.0,
700,9.0,5.0,2483.0,1.0,23.0,3.0,0.0,0.0,852816645.0,,4.0,1.0,,1408847173.0,
701,13.0,11.0,3274.0,1.0,8.0,5.0,0.0,7.0,851510552.0,,131.0,1.0,,1408791272.0,
702,2.0,5.0,2057.0,1.0,74.0,3.0,0.0,0.0,851442133.0,,4.0,0.0,,1408788461.0,
703,10.0,8.0,2381.0,1.0,34.0,0.0,0.0,0.0,851071201.0,,128.0,1.0,,1408774035.0,
704,12.0,2.0,1845.0,1.0,34.0,8.0,0.0,0.0,851020480.0,,1.0,1.0,,1408771538.0,
705,7.0,11.0,1916.0,1.0,73.0,3.0,0.0,7.0,850902573.0,,132.0,1.0,,1408764582.0,
706,9.0,6.0,2579.0,1.0,106.0,7.0,0.0,7.0,850854744.0,,131.0,1.0,,1408761479.0,
707,21.0,6.0,3021.0,1.0,34.0,8.0,0.0,0.0,850098911.0,,3.0,1.0,,1408721860.0,
708,22.0,5.0,3320.0,1.0,69.0,13.0,0.0,7.0,849901772.0,,128.0,0.0,,1408715704.0,
709,7.0,9.0,2448.0,1.0,17.0,8.0,0.0,7.0,849789641.0,,131.0,1.0,,1408712232.0,
710,12.0,2.0,2093.0,1.0,53.0,3.0,0.0,7.0,849395307.0,,130.0,0.0,,1408698440.0,
711,8.0,6.0,2275.0,1.0,41.0,2.0,0.0,7.0,849322866.0,,2.0,0.0,,1408694913.0,
712,13.0,10.0,3608.0,1.0,98.0,9.0,0.0,7.0,849227689.0,,2.0,0.0,,1408691024.0,
713,14.0,5.0,2519.0,1.0,65.0,0.0,0.0,7.0,849164222.0,,131.0,1.0,,1408688037.0,
714,4.0,3.0,1701.0,1.0,53.0,2.0,0.0,7.0,849124642.0,,130.0,1.0,,1408686076.0,
715,25.0,7.0,3165.0,1.0,98.0,12.0,0.0,7.0,849018236.0,,3.0,1.0,,1408679280.0,
716,5.0,10.0,2161.0,1.0,53.0,3.0,0.0,7.0,848899236.0,,128.0,1.0,,1408670396.0,
717,8.0,5.0,2768.0,1.0,41.0,13.0,0.0,7.0,848375371.0,,130.0,0.0,,1408640348.0,
718,15.0,4.0,2661.0,1.0,80.0,9.0,0.0,7.0,847681184.0,,129.0,0.0,,1408616640.0,
719,7.0,7.0,2269.0,1.0,98.0,1.0,0.0,7.0,847602838.0,,3.0,0.0,,1408613165.0,
720,10.0,5.0,2318.0,1.0,53.0,4.0,0.0,7.0,847199812.0,,2.0,1.0,,1408593126.0,
721,17.0,3.0,2088.0,1.0,99.0,5.0,0.0,7.0,847164582.0,,132.0,0.0,,1408590682.0,
722,18.0,5.0,2782.0,1.0,73.0,7.0,0.0,7.0,846655853.0,,128.0,0.0,,1408558148.0,
723,8.0,2.0,1331.0,1.0,73.0,6.0,0.0,7.0,846613519.0,,3.0,1.0,,1408556651.0,
724,22.0,7.0,3353.0,1.0,53.0,1.0,0.0,7.0,846479203.0,,2.0,1.0,,1408551602.0,
725,17.0,11.0,2383.0,1.0,51.0,4.0,0.0,7.0,846399122.0,,128.0,1.0,,1408548354.0,
726,10.0,9.0,2819.0,1.0,98.0,9.0,0.0,7.0,846292790.0,,0.0,0.0,,1408545258.0,
727,10.0,1.0,1908.0,1.0,53.0,4.0,0.0,7.0,846197284.0,,130.0,0.0,,1408541972.0,
728,11.0,8.0,3391.0,1.0,53.0,3.0,0.0,7.0,846049042.0,,0.0,0.0,,1408537613.0,
729,11.0,4.0,2303.0,1.0,53.0,5.0,0.0,7.0,845862474.0,,132.0,0.0,,1408531170.0,
730,4.0,7.0,1920.0,1.0,76.0,4.0,0.0,0.0,832527591.0,,128.0,1.0,,1407912799.0,
731,6.0,0.0,2672.0,1.0,89.0,1.0,0.0,0.0,832464855.0,,4.0,1.0,,1407909590.0,
732,12.0,2.0,1985.0,1.0,53.0,1.0,0.0,7.0,832425268.0,,3.0,1.0,,1407907308.0,
733,16.0,6.0,1951.0,1.0,106.0,11.0,0.0,7.0,832335317.0,,0.0,1.0,,1407901031.0,
734,11.0,6.0,2595.0,1.0,53.0,5.0,0.0,0.0,831803520.0,,132.0,0.0,,1407866463.0,
735,8.0,5.0,2416.0,1.0,41.0,13.0,0.0,0.0,831730196.0,,1.0,1.0,,1407863469.0,
736,6.0,6.0,2114.0,1.0,41.0,2.0,0.0,0.0,831589692.0,,0.0,0.0,,1407858308.0,
737,19.0,6.0,3862.0,1.0,65.0,4.0,0.0,7.0,831386048.0,,4.0,1.0,,1407851547.0,
738,19.0,6.0,3002.0,1.0,65.0,7.0,0.0,7.0,830909254.0,,129.0,0.0,,1407835069.0,
739,18.0,5.0,2825.0,1.0,80.0,4.0,0.0,7.0,830821611.0,,0.0,1.0,,1407831549.0,
740,19.0,9.0,3005.0,1.0,73.0,8.0,0.0,7.0,830732724.0,,3.0,0.0,,1407827906.0,
741,10.0,5.0,1866.0,1.0,73.0,3.0,0.0,7.0,830679934.0,,4.0,1.0,,1407825252.0,
742,13.0,3.0,2028.0,1.0,65.0,6.0,0.0,7.0,830008081.0,,131.0,0.0,,1407783321.0,
743,9.0,8.0,1909.0,1.0,73.0,3.0,0.0,7.0,829911117.0,,0.0,1.0,,1407778743.0,
744,20.0,5.0,3303.0,1.0,80.0,5.0,0.0,7.0,829730257.0,,130.0,0.0,,1407772100.0,
745,25.0,7.0,2451.0,1.0,65.0,3.0,0.0,7.0,829111953.0,,132.0,0.0,,1407750637.0,
746,9.0,8.0,2435.0,1.0,65.0,3.0,0.0,7.0,829038744.0,,129.0,1.0,,1407747646.0,
747,15.0,3.0,1617.0,1.0,65.0,15.0,0.0,7.0,828968620.0,,3.0,1.0,,1407744804.0,
748,8.0,9.0,2164.0,1.0,41.0,9.0,0.0,7.0,828301292.0,,132.0,1.0,,1407700494.0,
749,4.0,7.0,2458.0,1.0,63.0,4.0,0.0,0.0,827139323.0,,2.0,0.0,,1407659057.0,
750,5.0,6.0,2018.0,1.0,65.0,1.0,1.0,0.0,825298478.0,,131.0,1.0,,1407577916.0,
751,1.0,7.0,1352.0,1.0,65.0,1.0,0.0,0.0,825246538.0,,129.0,1.0,,1407575829.0,
752,13.0,3.0,3007.0,1.0,65.0,4.0,0.0,0.0,825085069.0,,1.0,0.0,,1407569734.0,
753,17.0,9.0,2206.0,1.0,51.0,7.0,0.0,0.0,825006356.0,,0.0,0.0,,1407566207.0,
754,15.0,4.0,2657.0,1.0,51.0,14.0,0.0,0.0,824935447.0,,3.0,1.0,,1407563320.0,
755,13.0,12.0,2501.0,1.0,51.0,1.0,0.0,0.0,824186022.0,,0.0,0.0,,1407519206.0,
756,10.0,3.0,1280.0,1.0,41.0,8.0,0.0,0.0,824072452.0,,2.0,1.0,,1407515122.0,
757,15.0,7.0,2489.0,1.0,107.0,4.0,0.0,0.0,823987032.0,,4.0,1.0,,1407512114.0,
758,6.0,7.0,2750.0,1.0,51.0,7.0,3.0,0.0,823411617.0,,1.0,0.0,,1407492966.0,
759,20.0,11.0,2832.0,1.0,51.0,15.0,0.0,0.0,823333029.0,,132.0,0.0,,1407489555.0,
760,12.0,5.0,2620.0,1.0,51.0,8.0,0.0,7.0,823240816.0,,129.0,1.0,,1407486149.0,
761,17.0,2.0,2473.0,1.0,51.0,5.0,0.0,7.0,823152691.0,,131.0,0.0,,1407482574.0,
762,15.0,6.0,2468.0,1.0,51.0,9.0,0.0,0.0,823085557.0,,1.0,1.0,,1407479549.0,
763,1.0,6.0,1993.0,1.0,50.0,2.0,1.0,7.0,823029876.0,,130.0,1.0,,1407476702.0,
764,21.0,4.0,1867.0,1.0,72.0,13.0,0.0,0.0,822356960.0,,0.0,1.0,,1407433958.0,
765,5.0,8.0,2090.0,1.0,96.0,5.0,0.0,0.0,822291702.0,,0.0,0.0,,1407431457.0,
766,24.0,8.0,3448.0,1.0,51.0,10.0,0.0,0.0,822187589.0,,3.0,1.0,,1407427647.0,
767,8.0,7.0,2911.0,1.0,107.0,0.0,0.0,0.0,822041992.0,,3.0,0.0,,1407422932.0,
768,3.0,11.0,2327.0,1.0,107.0,0.0,0.0,0.0,821336352.0,,3.0,0.0,,1407397429.0,
769,4.0,10.0,1676.0,1.0,97.0,1.0,0.0,0.0,821288081.0,,2.0,0.0,,1407394599.0,
770,1.0,7.0,1729.0,1.0,73.0,1.0,4.0,0.0,821246026.0,,130.0,1.0,,1407392387.0,
771,20.0,9.0,4210.0,1.0,73.0,16.0,0.0,7.0,821058200.0,,1.0,1.0,,1407380869.0,
772,13.0,9.0,2867.0,1.0,98.0,6.0,0.0,7.0,821011650.0,,3.0,0.0,,1407377375.0,
773,9.0,12.0,3062.0,1.0,77.0,8.0,0.0,0.0,820490527.0,,1.0,1.0,,1407345755.0,
774,7.0,12.0,2279.0,1.0,97.0,1.0,0.0,0.0,820423158.0,,3.0,0.0,,1407343076.0,
775,2.0,7.0,2021.0,1.0,53.0,0.0,0.0,0.0,820351292.0,,131.0,1.0,,1407340503.0,
776,13.0,1.0,1719.0,1.0,73.0,8.0,0.0,0.0,820119861.0,,131.0,0.0,,1407332676.0,
777,12.0,6.0,2279.0,1.0,73.0,10.0,0.0,7.0,820036665.0,,4.0,1.0,,1407329941.0,
778,10.0,9.0,2414.0,1.0,96.0,3.0,0.0,7.0,819798427.0,,4.0,0.0,,1407321309.0,
779,24.0,12.0,2191.0,1.0,96.0,3.0,0.0,7.0,819728852.0,,2.0,1.0,,1407318496.0,
780,14.0,2.0,1529.0,1.0,96.0,7.0,0.0,0.0,817843919.0,,0.0,1.0,,1407228964.0,
781,4.0,6.0,1189.0,1.0,27.0,3.0,1.0,0.0,817803467.0,,129.0,1.0,,1407227236.0,
782,16.0,6.0,2628.0,1.0,98.0,3.0,0.0,0.0,817725347.0,,128.0,0.0,,1407223947.0,
783,8.0,4.0,2041.0,1.0,53.0,2.0,0.0,7.0,817667372.0,,2.0,1.0,,1407221278.0,
784,11.0,5.0,2550.0,1.0,98.0,7.0,0.0,0.0,817604596.0,,131.0,0.0,,1407217787.0,
785,8.0,10.0,2010.0,1.0,98.0,5.0,0.0,0.0,817523284.0,,1.0,0.0,,1407213463.0,
786,11.0,3.0,2374.0,1.0,69.0,11.0,0.0,0.0,817483012.0,,131.0,0.0,,1407210721.0,
787,6.0,8.0,1653.0,1.0,55.0,1.0,0.0,0.0,817450592.0,,131.0,1.0,,1407209212.0,
788,11.0,5.0,2083.0,1.0,39.0,10.0,0.0,0.0,817409827.0,,4.0,1.0,,1407206038.0,
789,24.0,6.0,3013.0,1.0,98.0,8.0,0.0,0.0,817360988.0,,4.0,1.0,,1407202090.0,
790,15.0,4.0,1737.0,1.0,98.0,13.0,0.0,0.0,816838525.0,,130.0,0.0,,1407172144.0,
791,4.0,2.0,2156.0,1.0,98.0,8.0,0.0,7.0,816763767.0,,2.0,1.0,,1407169278.0,
792,12.0,15.0,3145.0,1.0,98.0,5.0,0.0,0.0,816662377.0,,129.0,1.0,,1407165898.0,
793,9.0,10.0,2140.0,1.0,98.0,5.0,0.0,7.0,816582966.0,,128.0,1.0,,1407163340.0,
794,13.0,7.0,2161.0,1.0,47.0,5.0,0.0,7.0,816501582.0,,4.0,0.0,,1407160822.0,
795,6.0,8.0,1470.0,1.0,98.0,0.0,0.0,7.0,816436197.0,,130.0,1.0,,1407158761.0,
796,1.0,7.0,1858.0,1.0,98.0,2.0,0.0,0.0,816316185.0,,0.0,0.0,,1407154955.0,
797,23.0,12.0,3359.0,1.0,62.0,4.0,0.0,0.0,816002608.0,,128.0,0.0,,1407143562.0,
798,3.0,5.0,1591.0,1.0,41.0,2.0,0.0,0.0,815953217.0,,128.0,1.0,,1407141841.0,
799,5.0,8.0,2477.0,1.0,41.0,7.0,0.0,0.0,815845273.0,,0.0,0.0,,1407136506.0,
800,16.0,7.0,3123.0,1.0,27.0,9.0,0.0,0.0,814783555.0,,0.0,1.0,,1407079642.0,
801,10.0,8.0,2440.0,1.0,103.0,2.0,0.0,0.0,814098089.0,,132.0,1.0,,1407056149.0,
802,7.0,9.0,2368.0,1.0,17.0,13.0,0.0,0.0,814000902.0,,130.0,1.0,,1407052422.0,
803,9.0,8.0,3110.0,1.0,73.0,9.0,0.0,0.0,813171595.0,,0.0,0.0,,1407006911.0,
804,8.0,5.0,2365.0,1.0,73.0,3.0,0.0,0.0,812754062.0,,130.0,1.0,,1406991872.0,
805,17.0,4.0,2116.0,1.0,73.0,2.0,0.0,7.0,812666753.0,,4.0,1.0,,1406989055.0,
806,10.0,8.0,2055.0,1.0,73.0,0.0,0.0,7.0,812576587.0,,132.0,1.0,,1406986395.0,
807,11.0,4.0,1924.0,1.0,73.0,2.0,0.0,7.0,812502757.0,,132.0,0.0,,1406983934.0,
808,13.0,6.0,2880.0,1.0,73.0,8.0,0.0,7.0,812138385.0,,0.0,1.0,,1406970631.0,
809,10.0,6.0,2986.0,1.0,73.0,2.0,0.0,7.0,812041411.0,,0.0,0.0,,1406967016.0,
810,12.0,7.0,2180.0,1.0,73.0,1.0,0.0,7.0,811970089.0,,130.0,1.0,,1406964149.0,
811,1.0,6.0,1497.0,1.0,39.0,2.0,0.0,0.0,811917509.0,,0.0,0.0,,1406962190.0,
812,23.0,3.0,2537.0,1.0,98.0,9.0,0.0,0.0,811846190.0,,129.0,0.0,,1406958961.0,
813,24.0,10.0,3103.0,1.0,53.0,1.0,0.0,0.0,811712457.0,,1.0,1.0,,1406951993.0,
814,15.0,3.0,2297.0,1.0,73.0,8.0,0.0,0.0,810730197.0,,132.0,0.0,,1406903592.0,
815,2.0,7.0,2062.0,1.0,17.0,3.0,0.0,0.0,810640382.0,,1.0,0.0,,1406900797.0,
816,4.0,7.0,1716.0,1.0,17.0,5.0,0.0,0.0,810566950.0,,132.0,1.0,,1406898602.0,
817,11.0,5.0,2838.0,1.0,80.0,6.0,0.0,7.0,810335828.0,,129.0,1.0,,1406890748.0,
818,13.0,5.0,2038.0,1.0,106.0,8.0,0.0,7.0,810272403.0,,129.0,1.0,,1406887701.0,
819,17.0,5.0,2987.0,1.0,106.0,9.0,0.0,7.0,809784337.0,,1.0,1.0,,1406866600.0,
820,2.0,7.0,1815.0,1.0,62.0,5.0,0.0,7.0,809749502.0,,129.0,1.0,,1406864297.0,
821,7.0,9.0,2321.0,1.0,17.0,6.0,0.0,0.0,808991863.0,,131.0,0.0,,1406822681.0,
822,5.0,8.0,2726.0,1.0,53.0,4.0,0.0,0.0,808246010.0,,128.0,0.0,,1406797156.0,
823,18.0,4.0,1897.0,1.0,51.0,3.0,0.0,0.0,808170760.0,,1.0,1.0,,1406794026.0,
824,1.0,3.0,1121.0,1.0,65.0,5.0,1.0,0.0,808136754.0,,128.0,1.0,,1406792643.0,
825,7.0,5.0,1895.0,1.0,66.0,1.0,0.0,0.0,808084088.0,,131.0,1.0,,1406790376.0,
826,5.0,8.0,2274.0,1.0,66.0,3.0,0.0,0.0,806546481.0,,132.0,1.0,,1406719234.0,
827,12.0,7.0,2974.0,1.0,106.0,9.0,0.0,0.0,806446284.0,,128.0,1.0,,1406715389.0,
828,2.0,16.0,2130.0,1.0,98.0,4.0,0.0,0.0,806338872.0,,132.0,1.0,,1406711310.0,
829,13.0,8.0,2191.0,1.0,98.0,5.0,0.0,0.0,806252337.0,,131.0,0.0,,1406707507.0,
830,5.0,8.0,1873.0,1.0,27.0,1.0,0.0,0.0,806206598.0,,131.0,1.0,,1406705388.0,
831,10.0,3.0,1909.0,1.0,80.0,5.0,0.0,0.0,806144570.0,,131.0,0.0,,1406702615.0,
832,12.0,4.0,2609.0,1.0,106.0,10.0,0.0,0.0,806081504.0,,3.0,1.0,,1406699449.0,
833,12.0,7.0,2460.0,1.0,17.0,0.0,2.0,0.0,804247642.0,,3.0,0.0,,1406616973.0,
834,22.0,6.0,3152.0,1.0,17.0,21.0,0.0,0.0,804161906.0,,2.0,1.0,,1406612723.0,
835,24.0,5.0,2190.0,1.0,106.0,16.0,0.0,0.0,803210377.0,,129.0,0.0,,1406562733.0,
836,13.0,0.0,1460.0,1.0,106.0,14.0,0.0,0.0,803141254.0,,1.0,1.0,,1406560524.0,
837,11.0,6.0,3117.0,1.0,106.0,8.0,0.0,0.0,802520526.0,,132.0,1.0,,1406540107.0,
838,23.0,8.0,3382.0,1.0,106.0,10.0,0.0,7.0,802363358.0,,4.0,1.0,,1406533784.0,
839,2.0,7.0,1947.0,1.0,106.0,3.0,0.0,7.0,802304184.0,,2.0,0.0,,1406531351.0,
840,6.0,1.0,1565.0,1.0,106.0,8.0,0.0,7.0,802253627.0,,2.0,1.0,,1406529042.0,
841,12.0,4.0,1950.0,1.0,87.0,0.0,0.0,7.0,802077437.0,,4.0,0.0,,1406519499.0,
842,9.0,2.0,2105.0,1.0,106.0,5.0,0.0,7.0,802038355.0,,129.0,1.0,,1406517353.0,
843,2.0,6.0,2429.0,1.0,80.0,1.0,0.0,7.0,801992973.0,,131.0,1.0,,1406513769.0,
844,10.0,4.0,3553.0,1.0,106.0,5.0,0.0,7.0,800892926.0,,130.0,0.0,,1406465816.0,
845,16.0,3.0,2339.0,1.0,106.0,12.0,0.0,7.0,800697762.0,,1.0,1.0,,1406458948.0,
846,5.0,7.0,1755.0,1.0,106.0,4.0,0.0,7.0,800615640.0,,1.0,0.0,,1406456596.0,
847,10.0,4.0,2625.0,1.0,106.0,6.0,0.0,7.0,798392673.0,,130.0,0.0,,1406364814.0,
848,11.0,1.0,1674.0,1.0,106.0,9.0,0.0,7.0,798324431.0,,1.0,1.0,,1406362507.0,
849,11.0,3.0,2198.0,1.0,106.0,16.0,0.0,7.0,798233845.0,,2.0,1.0,,1406359036.0,
850,16.0,7.0,2816.0,1.0,106.0,12.0,0.0,7.0,797932149.0,,0.0,1.0,,1406343620.0,
851,13.0,3.0,2213.0,1.0,106.0,10.0,0.0,7.0,797819902.0,,132.0,0.0,,1406336952.0,
852,12.0,4.0,2038.0,1.0,106.0,6.0,0.0,7.0,797747660.0,,1.0,1.0,,1406330999.0,
853,14.0,4.0,3156.0,1.0,106.0,11.0,0.0,7.0,797694593.0,,0.0,0.0,,1406327410.0,
854,14.0,11.0,2821.0,1.0,72.0,6.0,0.0,0.0,794562650.0,,2.0,0.0,,1406197318.0,
855,16.0,6.0,2692.0,1.0,106.0,17.0,0.0,0.0,794477746.0,,132.0,0.0,,1406194250.0,
856,5.0,10.0,2358.0,1.0,106.0,3.0,0.0,0.0,793257529.0,,4.0,0.0,,1406131895.0,
857,9.0,3.0,1925.0,1.0,106.0,19.0,0.0,0.0,792620775.0,,4.0,1.0,,1406111407.0,
858,13.0,2.0,2154.0,1.0,106.0,11.0,0.0,0.0,792551724.0,,2.0,1.0,,1406108788.0,
859,6.0,5.0,2189.0,1.0,106.0,1.0,0.0,0.0,792484920.0,,128.0,0.0,,1406106085.0,
860,0.0,4.0,2389.0,1.0,106.0,0.0,3.0,0.0,792467626.0,,130.0,1.0,,1406105610.0,
861,16.0,2.0,1716.0,1.0,106.0,15.0,0.0,0.0,792414699.0,,129.0,0.0,,1406103752.0,
862,10.0,3.0,2290.0,1.0,106.0,17.0,0.0,0.0,791306725.0,,4.0,1.0,,1406046503.0,
863,5.0,3.0,2138.0,1.0,80.0,4.0,0.0,0.0,791232842.0,,132.0,1.0,,1406043908.0,
864,17.0,2.0,2197.0,1.0,80.0,6.0,0.0,0.0,791144427.0,,128.0,0.0,,1406041516.0,
865,3.0,4.0,2038.0,1.0,80.0,1.0,0.0,0.0,789064590.0,,1.0,0.0,,1405952130.0,
866,15.0,6.0,2626.0,1.0,80.0,14.0,0.0,0.0,787346590.0,,1.0,0.0,,1405874026.0,
867,8.0,2.0,2446.0,1.0,80.0,3.0,0.0,0.0,787246499.0,,3.0,1.0,,1405870675.0,
868,10.0,4.0,2042.0,1.0,80.0,7.0,0.0,0.0,787119877.0,,4.0,1.0,,1405867454.0,
869,26.0,8.0,2199.0,1.0,22.0,10.0,0.0,0.0,786970922.0,,0.0,1.0,,1405863356.0,
870,10.0,9.0,3076.0,1.0,34.0,6.0,0.0,0.0,784861635.0,,4.0,0.0,,1405775892.0,
871,11.0,3.0,1793.0,1.0,80.0,3.0,0.0,0.0,784004096.0,,132.0,0.0,,1405742605.0,
872,15.0,4.0,3657.0,1.0,106.0,8.0,0.0,0.0,783119208.0,,1.0,1.0,,1405696605.0,
873,14.0,1.0,2387.0,1.0,106.0,21.0,0.0,0.0,782928588.0,,131.0,0.0,,1405690712.0,
874,14.0,9.0,3025.0,1.0,13.0,8.0,0.0,0.0,782648336.0,,3.0,0.0,,1405681410.0,
875,12.0,10.0,2741.0,1.0,17.0,15.0,0.0,0.0,782564294.0,,4.0,0.0,,1405678715.0,
876,10.0,2.0,1785.0,1.0,59.0,17.0,0.0,0.0,780368971.0,,3.0,1.0,,1405577195.0,
877,10.0,4.0,2141.0,1.0,12.0,8.0,0.0,0.0,780326486.0,,129.0,0.0,,1405574738.0,
878,7.0,9.0,2537.0,1.0,7.0,2.0,0.0,0.0,779505269.0,,131.0,1.0,,1405526497.0,
879,16.0,3.0,2228.0,1.0,13.0,2.0,0.0,0.0,779424732.0,,128.0,0.0,,1405523858.0,
880,6.0,6.0,1830.0,1.0,27.0,4.0,0.0,0.0,779357488.0,,132.0,0.0,,1405521586.0,
881,3.0,5.0,1557.0,1.0,11.0,0.0,0.0,0.0,777788870.0,,3.0,0.0,,1405443113.0,
882,3.0,5.0,1838.0,1.0,98.0,1.0,1.0,0.0,777041074.0,,4.0,0.0,,1405413613.0,
883,23.0,8.0,2400.0,1.0,98.0,9.0,0.0,0.0,776977777.0,,4.0,1.0,,1405410755.0,
884,13.0,4.0,2829.0,1.0,80.0,12.0,0.0,7.0,776111130.0,,129.0,0.0,,1405359108.0,
885,7.0,4.0,2002.0,1.0,106.0,3.0,0.0,7.0,775926558.0,,0.0,0.0,,1405352049.0,
886,6.0,3.0,1962.0,1.0,106.0,2.0,0.0,7.0,775848381.0,,130.0,1.0,,1405349680.0,
887,2.0,5.0,1739.0,1.0,106.0,2.0,0.0,7.0,775776630.0,,0.0,0.0,,1405347034.0,
888,17.0,5.0,3353.0,1.0,106.0,1.0,0.0,7.0,775297713.0,,3.0,1.0,,1405329546.0,
889,9.0,4.0,2901.0,1.0,106.0,5.0,0.0,7.0,775221107.0,,129.0,1.0,,1405325725.0,
890,14.0,0.0,2634.0,1.0,106.0,14.0,0.0,7.0,775150771.0,,130.0,0.0,,1405322802.0,
